epoch,loss,mae,val_loss,val_mae,learning_rate
0,20432.14453125,142.74374389648438,20345.904296875,142.41172790527344,0.0010000000474974513
1,20367.896484375,142.520751953125,20294.85546875,142.23365783691406,0.0010000000474974513
2,20260.310546875,142.14059448242188,20244.373046875,142.05697631835938,0.0010000000474974513
3,20196.796875,141.92979431152344,20192.04296875,141.87301635742188,0.0010000000474974513
4,20137.501953125,141.7112274169922,20139.142578125,141.6868438720703,0.0010000000474974513
5,20015.625,141.2770538330078,20077.755859375,141.47117614746094,0.0010000000474974513
6,19952.353515625,141.05563354492188,20007.794921875,141.2245635986328,0.0010000000474974513
7,19847.412109375,140.68885803222656,19937.91796875,140.9775390625,0.0010000000474974513
8,19772.599609375,140.42295837402344,19864.10546875,140.71644592285156,0.0010000000474974513
9,19700.44921875,140.15362548828125,19783.05859375,140.42861938476562,0.0010000000474974513
10,19569.8828125,139.69857788085938,19697.9296875,140.1258087158203,0.0010000000474974513
11,19484.162109375,139.37826538085938,19606.146484375,139.79849243164062,0.0010000000474974513
12,19357.48046875,138.92446899414062,19488.193359375,139.3765869140625,0.0010000000474974513
13,19233.40234375,138.48980712890625,19357.6484375,138.90939331054688,0.0010000000474974513
14,19052.6640625,137.827392578125,19213.8671875,138.39218139648438,0.0010000000474974513
15,18989.6015625,137.58563232421875,19048.8203125,137.7960662841797,0.0010000000474974513
16,18923.962890625,137.366943359375,18876.46484375,137.1697998046875,0.0010000000474974513
17,18683.80859375,136.47799682617188,18675.216796875,136.43505859375,0.0010000000474974513
18,18539.787109375,135.9691925048828,18474.638671875,135.69973754882812,0.0010000000474974513
19,18347.03125,135.24993896484375,18239.369140625,134.83314514160156,0.0010000000474974513
20,18185.9765625,134.64732360839844,18004.51953125,133.95980834960938,0.0010000000474974513
21,18023.890625,134.06349182128906,17769.07421875,133.07888793945312,0.0010000000474974513
22,17784.802734375,133.16842651367188,17512.927734375,132.1126251220703,0.0010000000474974513
23,17645.666015625,132.62342834472656,17256.400390625,131.13250732421875,0.0010000000474974513
24,17398.73046875,131.72760009765625,17006.205078125,130.171142578125,0.0010000000474974513
25,17149.318359375,130.76878356933594,16748.9140625,129.1775360107422,0.0010000000474974513
26,16958.66796875,130.03135681152344,16464.59375,128.07058715820312,0.0010000000474974513
27,16804.123046875,129.45457458496094,16175.2060546875,126.93473052978516,0.0010000000474974513
28,16606.486328125,128.6813507080078,15847.513671875,125.63636779785156,0.0010000000474974513
29,16144.2021484375,126.8468017578125,15518.068359375,124.31288146972656,0.0010000000474974513
30,15858.9306640625,125.69624328613281,15176.005859375,122.92619323730469,0.0010000000474974513
31,15642.046875,124.84329223632812,14783.173828125,121.307861328125,0.0010000000474974513
32,15368.47265625,123.7420883178711,14368.458984375,119.5701904296875,0.0010000000474974513
33,15047.478515625,122.4344253540039,13968.580078125,117.8697509765625,0.0010000000474974513
34,14704.7373046875,121.02376556396484,13528.498046875,115.95784759521484,0.0010000000474974513
35,14415.9970703125,119.8648452758789,13059.4921875,113.88713073730469,0.0010000000474974513
36,14112.353515625,118.60730743408203,12594.841796875,111.80125427246094,0.0010000000474974513
37,13939.783203125,117.86993408203125,12142.1962890625,109.7252197265625,0.0010000000474974513
38,13476.71484375,115.87825775146484,11710.701171875,107.71368408203125,0.0010000000474974513
39,12867.0205078125,113.17632293701172,11267.5537109375,105.609130859375,0.0010000000474974513
40,12643.0185546875,112.21519470214844,10796.2099609375,103.308349609375,0.0010000000474974513
41,12386.8984375,110.95795440673828,10427.1865234375,101.47518157958984,0.0010000000474974513
42,12071.177734375,109.5594482421875,10072.3310546875,99.6651611328125,0.0010000000474974513
43,11621.208984375,107.4687271118164,9661.7958984375,97.5070571899414,0.0010000000474974513
44,11373.8056640625,106.38919067382812,9264.248046875,95.36366271972656,0.0010000000474974513
45,10880.0595703125,103.94363403320312,8808.177734375,92.85621643066406,0.0010000000474974513
46,10462.7958984375,101.8758316040039,8335.5830078125,90.21192932128906,0.0010000000474974513
47,10160.0146484375,100.5138168334961,7834.25244140625,87.30831146240234,0.0010000000474974513
48,9420.4326171875,96.7161636352539,7362.1533203125,84.54029083251953,0.0010000000474974513
49,9253.9189453125,95.8286361694336,6882.0458984375,81.6756362915039,0.0010000000474974513
50,8906.95703125,93.98131561279297,6454.783203125,79.02909851074219,0.0010000000474974513
51,8366.94921875,90.95771789550781,6083.318359375,76.62062072753906,0.0010000000474974513
52,8168.92724609375,89.65827941894531,5666.92529296875,73.73200988769531,0.0010000000474974513
