algorithm,round,train_loss,MAE,RMSE,R2,PPA
FedProx,38,76.88131942749024,18.517919540405273,20.75440362369853,-3.7860589027404785,11.11111111111111
FedProx,39,69.16827697753907,18.997495651245117,21.395881670111336,-4.086485862731934,11.11111111111111
FedProx,40,76.49558868408204,18.65114974975586,20.626974485270875,-3.7274675369262695,11.11111111111111
FedProx,41,78.78210525512695,19.73415184020996,22.239156416667427,-4.495334148406982,11.11111111111111
FedProx,42,74.09608764648438,17.49799346923828,19.43294086528923,-3.195991039276123,11.11111111111111
FedProx,43,61.31033020019531,18.32604217529297,20.580522147061846,-3.7061986923217773,11.11111111111111
FedProx,44,102.55491943359375,18.153038024902344,20.360419737680537,-3.606074333190918,11.11111111111111
FedProx,45,86.24432983398438,17.435428619384766,19.75995085922494,-3.3383960723876953,11.11111111111111
FedProx,46,53.97020568847656,18.880512237548828,22.172394588476667,-4.4623894691467285,11.11111111111111
FedProx,47,58.80093612670898,17.469921112060547,19.875633373604806,-3.3893423080444336,22.22222222222222
FedProx,48,86.96207885742187,17.70328140258789,21.180379115413782,-3.9845385551452637,11.11111111111111
FedProx,49,41.967149353027345,17.510560989379883,19.938513272644915,-3.417159080505371,11.11111111111111
FedProx,50,52.07291717529297,17.799392700195312,21.085679879863815,-3.940065383911133,11.11111111111111
SCAFFOLD,1,1680.1241455078125,42.0,43.05810028322197,-19.600000381469727,0.0
SCAFFOLD,2,186.9130599975586,16.213315963745117,22.358721901494267,-4.554582595825195,33.33333333333333
SCAFFOLD,3,194.1937171936035,20.257526397705078,23.26859450491961,-5.015860557556152,0.0
SCAFFOLD,4,160.8733367919922,17.966665267944336,21.670609022594547,-4.217947483062744,22.22222222222222
SCAFFOLD,5,164.09529724121094,18.66461753845215,21.281171846176242,-4.0320916175842285,0.0
SCAFFOLD,6,129.9499755859375,20.422632217407227,23.070084976019945,-4.91365385055542,11.11111111111111
SCAFFOLD,7,149.86639099121095,17.46969985961914,19.047980510370056,-3.0313949584960938,0.0
SCAFFOLD,8,87.62900390625,17.38837432861328,19.37647738822933,-3.171642780303955,22.22222222222222
SCAFFOLD,9,185.03073272705078,18.381568908691406,21.345895327075254,-4.062747001647949,22.22222222222222
SCAFFOLD,10,119.35925750732422,18.47239875793457,21.52512754254098,-4.148123264312744,22.22222222222222
SCAFFOLD,11,129.36151275634765,18.85531997680664,21.71119191781482,-4.237509727478027,0.0
SCAFFOLD,12,136.93685913085938,17.571556091308594,19.027237492646233,-3.0226197242736816,0.0
SCAFFOLD,13,118.54616851806641,17.495399475097656,19.327294469827834,-3.1504921913146973,11.11111111111111
SCAFFOLD,14,138.85581893920897,17.349706649780273,18.779175705699835,-2.9184160232543945,0.0
SCAFFOLD,15,99.24926147460937,17.3315372467041,19.574823270075456,-3.2574853897094727,22.22222222222222
SCAFFOLD,16,75.5903533935547,16.43425178527832,18.004622819462053,-2.6018495559692383,11.11111111111111
SCAFFOLD,17,75.10067520141601,16.41046142578125,18.520053202015074,-2.8110263347625732,22.22222222222222
SCAFFOLD,18,91.3994815826416,15.614490509033203,17.181254191864713,-2.2799501419067383,0.0
SCAFFOLD,19,88.25429954528809,16.151817321777344,17.678404933040834,-2.4725112915039062,0.0
SCAFFOLD,20,104.7086082458496,17.09248161315918,19.500417069107538,-3.2251806259155273,11.11111111111111
SCAFFOLD,21,94.96891860961914,17.4400634765625,19.685735908067738,-3.305868625640869,11.11111111111111
SCAFFOLD,22,60.801415252685544,16.072505950927734,17.504162102710566,-2.4043965339660645,0.0
SCAFFOLD,23,69.82112884521484,16.300146102905273,17.898248239396573,-2.5594141483306885,0.0
SCAFFOLD,24,100.63881988525391,15.88671875,17.408763984745228,-2.367389678955078,0.0
SCAFFOLD,25,112.82884979248047,15.33450698852539,16.786662956724193,-2.1310226917266846,11.11111111111111
